ID,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build,,,
2243,Ford,2007,Nigerian Used,115945,3500,Petrol,AMT,1575000.00,SUV,,,
2245,Hyundai,2013,Nigerian Used,134852,1800,Petrol,Automatic,3120000.00,Not SUV,,,
2246,Lexus,2008,Nigerian Used,115820,4700,Petrol,Automatic,4200000.00,SUV,,,
2247,Mercedes-Benz,2007,Nigerian Used,243975,4700,Petrol,Automatic,2310000.00,SUV,,,
2249,Toyota,2006,Foreign Used,299397,1800,Petrol,Automatic,2940000.00,Not SUV,,,
2250,Nissan,2014,Nigerian Used,93520,5600,Petrol,Automatic,2310000.00,SUV,,,
2254,Hyundai,2009,Nigerian Used,87854,2000,Petrol,Automatic,1575000.00,SUV,,,
2255,Honda,2013,Nigerian Used,174100,3500,Petrol,Automatic,3675000.00,Not SUV,,,
2256,Toyota,2003,Foreign Used,146734,1800,Petrol,Automatic,2625000.00,Not SUV,,,
2257,Honda,2013,Nigerian Used,173936,2400,Petrol,Automatic,3780000.00,Not SUV,,,
2258,Toyota,2004,Nigerian Used,208026,2400,Petrol,Automatic,1872000.00,Not SUV,,,
2259,Honda,2007,Foreign Used,123441,2500,Petrol,Automatic,3570000.00,Not SUV,,,
2260,Lexus,2000,Nigerian Used,222631,4700,Petrol,Automatic,1470000.00,SUV,,,
2261,Toyota,2006,Nigerian Used,274268,2400,Petrol,Automatic,1627500.00,Not SUV,,,
2264,Kia,2013,Nigerian Used,85282,2400,Petrol,Automatic,4200000.00,SUV,,,
2265,Honda,2010,Nigerian Used,88208,3500,Petrol,Automatic,2677500.00,Not SUV,,,
2266,Renault,2006,Nigerian Used,180952,1900,Diesel,Manual,1025000.00,Not SUV,,,
2271,Infiniti,2006,Nigerian Used,122889,3600,Petrol,Automatic,1260000.00,Not SUV,,,
2272,Toyota,2008,Nigerian Used,107655,18000,Petrol,Automatic,2415000.00,Not SUV,,,
2275,Toyota,2007,Nigerian Used,150420,2400,Petrol,Automatic,2100000.00,SUV,,,
2277,Toyota,2007,Nigerian Used,161188,2400,Petrol,Automatic,2520000.00,Not SUV,,,
2278,Toyota,2002,Nigerian Used,285976,3000,Petrol,Automatic,1560000.00,Not SUV,,,
2279,Toyota,2004,Nigerian Used,180984,3500,Petrol,Automatic,1575000.00,Not SUV,,,
2280,Toyota,2012,Nigerian Used,114345,1600,Petrol,Automatic,3328000.00,Not SUV,,,
2281,Toyota,2011,Foreign Used,202784,2500,Petrol,Automatic,4472000.00,Not SUV,,,
2282,Honda,2004,Nigerian Used,143321,2300,Petrol,Automatic,2704000.00,SUV,,,
2283,Land Rover,2006,Nigerian Used,188429,4200,Petrol,Automatic,2940000.00,SUV,,,
2284,Nissan,2007,Nigerian Used,233903,3000,Petrol,Automatic,1680000.00,SUV,,,
2285,Toyota,2006,Foreign Used,102399,3300,Petrol,Automatic,3640000.00,Not SUV,,,
2286,Honda,2005,Nigerian Used,212354,3500,Petrol,Automatic,1575000.00,Not SUV,,,
2287,Hyundai,2012,Nigerian Used,110683,1800,Petrol,Automatic,2100000.00,Not SUV,,,
2289,Toyota,2002,Nigerian Used,285976,3000,Petrol,Automatic,1560000.00,Not SUV,,,
2290,Toyota,2003,Nigerian Used,170206,3000,Petrol,Automatic,2704000.00,SUV,,,
2291,Toyota,2002,Nigerian Used,132213,3000,Petrol,Automatic,1352000.00,Not SUV,,,
2292,Toyota,2006,Nigerian Used,248375,3300,Petrol,Automatic,1785000.00,Not SUV,,,
2293,Ford,2004,Nigerian Used,323048,400,Petrol,Automatic,1680000.00,Not SUV,,,
2294,Toyota,2002,Nigerian Used,176533,2400,Petrol,Automatic,1560000.00,Not SUV,,,
2295,Kia,2010,Nigerian Used,179284,1600,Petrol,Automatic,1680000.00,Not SUV,,,
2296,Toyota,2003,Nigerian Used,188739,1800,Petrol,Automatic,1575000.00,Not SUV,,,
2297,Honda,2007,Foreign Used,123441,2500,Petrol,Automatic,3570000.00,Not SUV,,,
2298,Lexus,2008,Nigerian Used,176272,3500,Petrol,Automatic,2625000.00,Not SUV,,,
2300,Honda,2006,Nigerian Used,233846,3500,Petrol,Automatic,1575000.00,SUV,,,
2301,Toyota,2011,Foreign Used,432495,3500,Petrol,Automatic,4680000.00,Not SUV,,,
2303,Mitsubishi,2008,Nigerian Used,156408,2400,Petrol,Manual,1365000.00,Not SUV,,,
2304,Nissan,2014,Nigerian Used,118154,2500,Petrol,CVT,5775000.00,SUV,,,
2305,Mitsubishi,2004,Nigerian Used,361889,3800,Petrol,Automatic,2625000.00,SUV,,,
2307,Honda,2013,Nigerian Used,173936,2400,Petrol,Automatic,3780000.00,Not SUV,,,
2308,Toyota,2012,Foreign Used,206117,3500,Petrol,Automatic,9152000.00,SUV,,,
2309,Ford,2013,Nigerian Used,133104,3500,Petrol,Automatic,3465000.00,SUV,,,
2310,Kia,2013,Nigerian Used,85282,2400,Petrol,Automatic,4200000.00,SUV,,,
2311,Infiniti,2001,Nigerian Used,141538,3500,Petrol,Automatic,1260000.00,SUV,,,
2312,Nissan,2005,Nigerian Used,231680,2000,Petrol,Automatic,1785000.00,Not SUV,,,
2313,Toyota,2008,Nigerian Used,107655,18000,Petrol,Automatic,2415000.00,Not SUV,,,
2314,Honda,2009,Foreign Used,159132,2400,Petrol,Automatic,2677500.00,Not SUV,,,
2315,Mercedes-Benz,2008,Nigerian Used,187503,3500,Petrol,Automatic,2520000.00,Not SUV,,,
2316,Mitsubishi,2003,Nigerian Used,246600,2400,Petrol,Automatic,1575000.00,SUV,,,
2317,Toyota,2006,Foreign Used,277350,3500,Petrol,Automatic,2940000.00,Not SUV,,,
2318,Infiniti,2005,Nigerian Used,290000,3500,Petrol,Automatic,1785000.00,Not SUV,,,
2319,Mercedes-Benz,2007,Nigerian Used,206570,2000,Petrol,Automatic,1785000.00,Not SUV,,,
2320,Mazda,2004,Nigerian Used,141216,3000,Petrol,Automatic,1890000.00,Not SUV,,,
2321,Honda,2011,Nigerian Used,166352,3500,Petrol,Automatic,2415000.00,SUV,,,
2322,Honda,2005,Nigerian Used,273444,3500,Petrol,Automatic,1560000.00,SUV,,,
2323,Nissan,2005,Nigerian Used,208886,40,Petrol,Automatic,3016000.00,SUV,,,
2324,Jaguar,2001,Nigerian Used,263789,3000,Petrol,Automatic,1050000.00,Not SUV,,,
2326,Toyota,2002,Nigerian Used,241730,3000,Petrol,Automatic,1560000.00,Not SUV,,,
2327,Toyota,2005,Nigerian Used,128134,1800,Petrol,Automatic,1976000.00,Not SUV,,,
2328,Mercedes-Benz,2009,Nigerian Used,151643,4000,Petrol,Automatic,4725000.00,SUV,,,
2330,Lexus,2005,Nigerian Used,174427,3300,Petrol,Automatic,3045000.00,SUV,,,
2331,Toyota,2006,Foreign Used,277350,3500,Petrol,Automatic,2940000.00,Not SUV,,,
2332,Hyundai,2013,Nigerian Used,118053,1800,Petrol,Automatic,2310000.00,Not SUV,,,
2334,Toyota,2012,Nigerian Used,193268,1800,Petrol,Automatic,2887500.00,Not SUV,,,
2335,Mercedes-Benz,2010,Nigerian Used,189018,3500,Petrol,Automatic,5720000.00,Not SUV,,,
2336,Toyota,2009,Nigerian Used,128980,1800,Petrol,Automatic,2100000.00,Not SUV,,,
2337,Nissan,2009,Nigerian Used,213292,3500,Petrol,CVT,1575000.00,SUV,,,
2338,Toyota,2003,Nigerian Used,210448,1800,Petrol,Automatic,2028000.00,Not SUV,,,
2339,Toyota,2007,Nigerian Used,156588,2400,Petrol,Automatic,2496000.00,Not SUV,,,
2340,Honda,2007,Foreign Used,128446,1400,Petrol,Manual,1785000.00,Not SUV,,,
2342,Toyota,2003,Nigerian Used,217894,1800,Petrol,Automatic,1732500.00,Not SUV,,,
2345,Lexus,2000,Nigerian Used,154995,3500,Petrol,Automatic,1680000.00,SUV,,,
2346,Toyota,2008,Nigerian Used,241185,1500,Hybrid,Automatic,1785000.00,Not SUV,,,
2347,Toyota,2007,Nigerian Used,156588,2400,Petrol,Automatic,2496000.00,Not SUV,,,
2348,Honda,2007,Nigerian Used,134716,2400,Petrol,Automatic,2046000.00,SUV,,,
2349,Toyota,2009,Nigerian Used,245524,1800,Petrol,Automatic,2415000.00,Not SUV,,,
2350,Mercedes-Benz,2008,Nigerian Used,142557,47000,Petrol,Automatic,4725000.00,SUV,,,
2351,Honda,2009,Nigerian Used,179313,3500,Petrol,Automatic,2625000.00,SUV,,,
2352,Honda,2008,Nigerian Used,226508,2400,Petrol,Automatic,2184000.00,Not SUV,,,
2353,Lexus,2011,Nigerian Used,98718,3500,Petrol,Automatic,5200000.00,Not SUV,,,
2354,Honda,2010,Nigerian Used,95366,2400,Petrol,Automatic,2100000.00,Not SUV,,,
2355,Toyota,2007,Nigerian Used,165028,1800,Petrol,Automatic,2100000.00,Not SUV,,,
2356,Nissan,2004,Nigerian Used,272065,3300,Petrol,Automatic,2912000.00,Not SUV,,,
2359,Toyota,2003,Nigerian Used,188739,1800,Petrol,Automatic,1575000.00,Not SUV,,,
2360,Honda,2014,Foreign Used,163132,2400,Petrol,Automatic,6760000.00,Not SUV,,,
2361,Toyota,2010,Nigerian Used,210788,2400,Petrol,Automatic,2912000.00,Not SUV,,,
2362,Toyota,2007,Nigerian Used,102718,2400,Petrol,Automatic,2205000.00,Not SUV,,,
2363,Honda,2009,Nigerian Used,173089,2400,Petrol,Automatic,2600000.00,Not SUV,,,
2365,Toyota,2008,Foreign Used,105681,3500,Petrol,Automatic,26000000.00,SUV,,,
2366,Lexus,2007,Nigerian Used,68366,3500,Petrol,Automatic,5408000.00,Not SUV,,,
2367,Toyota,2004,Nigerian Used,331606,1800,Petrol,AMT,1890000.00,Not SUV,,,
2368,Toyota,2005,Nigerian Used,443373,2400,Petrol,Automatic,1575000.00,Not SUV,,,
2369,Toyota,2009,Nigerian Used,92488,2500,Petrol,Automatic,2100000.00,Not SUV,,,
2373,Nissan,2001,Nigerian Used,188490,3300,Petrol,Automatic,1260000.00,SUV,,,
2375,Lexus,2005,Nigerian Used,177350,3300,Petrol,Automatic,2100000.00,Not SUV,,,
2376,Mercedes-Benz,2007,Nigerian Used,243975,4700,Petrol,Automatic,2310000.00,SUV,,,
2380,Toyota,2009,Nigerian Used,154177,1800,Petrol,Automatic,2704000.00,Not SUV,,,
2381,Toyota,2002,Nigerian Used,188116,2400,Petrol,Automatic,1612000.00,Not SUV,,,
2384,Toyota,2006,Nigerian Used,124738,1800,Petrol,Automatic,1890000.00,Not SUV,,,
2386,Toyota,2004,Nigerian Used,231374,3300,Petrol,Automatic,1575000.00,Not SUV,,,
2387,Kia,2013,Nigerian Used,100169,1800,Petrol,Automatic,2625000.00,Not SUV,,,
2388,Toyota,2011,Nigerian Used,195365,2500,Petrol,Automatic,2677500.00,Not SUV,,,
2389,Toyota,2003,Nigerian Used,210448,1800,Petrol,Automatic,2028000.00,Not SUV,,,
2390,Toyota,2002,Nigerian Used,195977,3000,Petrol,Automatic,1260000.00,Not SUV,,,
2391,Mercedes-Benz,2009,Nigerian Used,151643,4000,Petrol,Automatic,4725000.00,SUV,,,
2392,Toyota,2003,Nigerian Used,239434,1800,Petrol,Automatic,1780000.00,Not SUV,,,
2393,Toyota,2009,Nigerian Used,299990,1800,Petrol,Automatic,2520000.00,Not SUV,,,
2395,Toyota,2009,Nigerian Used,128980,1800,Petrol,Automatic,2100000.00,Not SUV,,,
2397,Lexus,2006,Nigerian Used,208657,3000,Petrol,Automatic,2928000.00,Not SUV,,,
2398,Hyundai,2015,Nigerian Used,50075,1200,Petrol,Manual,2100000.00,Not SUV,,,
2399,Toyota,2009,Nigerian Used,125745,2400,Petrol,Automatic,2392000.00,Not SUV,,,
2401,Honda,2009,Nigerian Used,179313,3500,Petrol,Automatic,2625000.00,SUV,,,
2402,Toyota,2005,Foreign Used,150430,1800,Petrol,Automatic,2625000.00,Not SUV,,,
2403,Toyota,2007,Nigerian Used,167507,3500,Petrol,Automatic,1680000.00,Not SUV,,,
2404,Toyota,2002,Nigerian Used,195977,3000,Petrol,Automatic,1260000.00,Not SUV,,,
2405,Toyota,2007,Nigerian Used,234297,2400,Petrol,Automatic,1942500.00,Not SUV,,,
2406,Toyota,2008,Nigerian Used,241185,1500,Hybrid,Automatic,1785000.00,Not SUV,,,
2407,Toyota,2010,Nigerian Used,257417,1800,Petrol,Automatic,3536000.00,Not SUV,,,
2410,Toyota,2008,Nigerian Used,56761,5700,Petrol,Automatic,5250000.00,SUV,,,
2411,Toyota,2003,Nigerian Used,217894,1800,Petrol,Automatic,1732500.00,Not SUV,,,
2412,Ford,2007,Nigerian Used,115945,3500,Petrol,AMT,1575000.00,SUV,,,
2415,Toyota,2007,Nigerian Used,194171,2400,Petrol,Automatic,1890000.00,Not SUV,,,
2416,Hyundai,2011,Nigerian Used,298624,2000,Petrol,Automatic,2814000.00,Not SUV,,,
2417,Toyota,2006,Nigerian Used,290204,18000,Petrol,Automatic,1890000.00,Not SUV,,,
2421,Mazda,2008,Foreign Used,131100,2000,Petrol,Automatic,1732500.00,Not SUV,,,
2422,Toyota,2002,Foreign Used,163475,2500,Petrol,Automatic,2600000.00,Not SUV,,,
2424,Toyota,2008,Nigerian Used,56761,5700,Petrol,Automatic,5250000.00,SUV,,,
2425,Renault,2006,Nigerian Used,180952,1900,Diesel,Manual,1025000.00,Not SUV,,,
2426,Toyota,2007,Nigerian Used,165028,1800,Petrol,Automatic,2100000.00,Not SUV,,,
2427,Toyota,2011,Nigerian Used,217733,2400,Petrol,Automatic,2100000.00,Not SUV,,,
2428,Hyundai,2011,Nigerian Used,133698,2000,Petrol,Automatic,2887500.00,Not SUV,,,
2429,Kia,2014,Nigerian Used,54099,1400,Petrol,Automatic,2912000.00,Not SUV,,,
2430,Nissan,2003,Nigerian Used,239830,2500,Petrol,Automatic,1785000.00,SUV,,,
2431,Hyundai,2015,Nigerian Used,50075,1200,Petrol,Manual,2100000.00,Not SUV,,,
2432,Honda,2008,Nigerian Used,88690,2400,Petrol,Automatic,2100000.00,SUV,,,
2433,Honda,2013,Nigerian Used,137302,3500,Petrol,AMT,3360000.00,Not SUV,,,
2434,Toyota,2008,Nigerian Used,195989,1800,Petrol,Automatic,2704000.00,Not SUV,,,
2435,Land Rover,2006,Nigerian Used,114307,4400,Petrol,Automatic,1680000.00,SUV,,,
2436,Lexus,2000,Nigerian Used,154995,3500,Petrol,Automatic,1680000.00,SUV,,,
2437,Hyundai,2011,Nigerian Used,133698,2000,Petrol,Automatic,2887500.00,Not SUV,,,
2438,Toyota,2000,Nigerian Used,158375,3000,Petrol,Automatic,1664000.00,Not SUV,,,
2439,Honda,2010,Nigerian Used,95366,2400,Petrol,Automatic,2100000.00,Not SUV,,,
2440,Toyota,2003,Nigerian Used,159293,1800,Petrol,Automatic,1872000.00,Not SUV,,,
2441,Nissan,2014,Nigerian Used,134275,2500,Petrol,Automatic,3150000.00,Not SUV,,,
2442,Honda,2011,Nigerian Used,166352,3500,Petrol,Automatic,2415000.00,SUV,,,
2443,Chevrolet,2010,Nigerian Used,102064,1600,Petrol,Automatic,1260000.00,Not SUV,,,
2444,Toyota,2001,Nigerian Used,174340,2000,Petrol,Automatic,1872000.00,SUV,,,
2445,Toyota,2006,Nigerian Used,316117,3500,Petrol,Automatic,1680000.00,Not SUV,,,
2446,Lexus,2005,Nigerian Used,221522,3300,Petrol,Automatic,3328000.00,SUV,,,
2447,Toyota,2008,Nigerian Used,195989,1800,Petrol,Automatic,2704000.00,Not SUV,,,
2448,Toyota,2005,Nigerian Used,257412,1800,Petrol,Automatic,1785000.00,Not SUV,,,
2449,Chevrolet,2010,Nigerian Used,102064,1600,Petrol,Automatic,1260000.00,Not SUV,,,
2450,Toyota,2002,Nigerian Used,506364,2400,Petrol,Automatic,1456000.00,Not SUV,,,
2451,Nissan,2005,Foreign Used,191535,3500,Petrol,Automatic,1785000.00,Not SUV,,,
2452,Toyota,2007,Nigerian Used,208115,3500,Petrol,Automatic,1890000.00,Not SUV,,,
2453,Toyota,2005,Foreign Used,238198,1800,Petrol,Automatic,2572500.00,Not SUV,,,
2454,Mercedes-Benz,2002,Nigerian Used,225111,2100,Diesel,Manual,1575000.00,Not SUV,,,
2455,Lexus,2009,Nigerian Used,156501,3500,Petrol,Automatic,3585000.00,SUV,,,
2457,Toyota,2010,Nigerian Used,243549,1800,Petrol,Automatic,2205000.00,Not SUV,,,
2458,Toyota,2003,Nigerian Used,218717,2000,Petrol,Automatic,1768000.00,SUV,,,
2461,Toyota,2004,Nigerian Used,21973,1800,Petrol,Automatic,1732500.00,Not SUV,,,
2462,Nissan,2005,Nigerian Used,468578,2500,Petrol,Automatic,1680000.00,SUV,,,
2463,Mercedes-Benz,2005,Nigerian Used,134162,3700,Petrol,Automatic,2940000.00,SUV,,,
2464,Nissan,2005,Nigerian Used,24162,4000,Petrol,Automatic,2310000.00,Not SUV,,,
2465,Toyota,2004,Nigerian Used,184304,1800,Petrol,Automatic,1785000.00,Not SUV,,,
2466,Nissan,2018,Nigerian Used,37409,5600,Petrol,Automatic,8400000.00,Not SUV,,,
2467,Honda,2004,Nigerian Used,215019,3500,Petrol,Automatic,1560000.00,SUV,,,
2468,Honda,2010,Nigerian Used,149189,35000,Petrol,Automatic,2100000.00,Not SUV,,,
2469,Mercedes-Benz,2008,Nigerian Used,212117,3500,Petrol,Automatic,3150000.00,SUV,,,
2470,Lexus,2008,Nigerian Used,176272,3500,Petrol,Automatic,2625000.00,Not SUV,,,
2471,Mercedes-Benz,2002,Nigerian Used,225111,2100,Diesel,Manual,1575000.00,Not SUV,,,
2472,Toyota,2003,Foreign Used,101442,1800,Petrol,Automatic,3120000.00,Not SUV,,,
2473,Ford,2008,Nigerian Used,171962,3500,Petrol,Automatic,2704000.00,SUV,,,
2474,Honda,2007,Foreign Used,183460,35,Petrol,Automatic,3150000.00,SUV,,,
2475,Toyota,2009,Nigerian Used,135724,1800,Petrol,Automatic,1659000.00,Not SUV,,,
2477,Toyota,2003,Nigerian Used,107072,3000,Petrol,Automatic,1664000.00,Not SUV,,,
2478,Honda,2015,Nigerian Used,76054,2000,Petrol,Automatic,5616000.00,Not SUV,,,
2479,Toyota,2009,Nigerian Used,360384,1800,Petrol,Automatic,2100000.00,Not SUV,,,
2480,Toyota,2010,Foreign Used,75863,2700,Petrol,Automatic,7192500.00,Not SUV,,,
2481,Lexus,2009,Nigerian Used,139072,3500,Petrol,Automatic,3150000.00,Not SUV,,,
2485,Toyota,2003,Nigerian Used,23658,1800,Petrol,Automatic,1872000.00,Not SUV,,,
2486,Nissan,2008,Nigerian Used,77687,45,Petrol,Automatic,1575000.00,SUV,,,
2488,Mercedes-Benz,2003,Nigerian Used,320327,3200,Petrol,Automatic,1872000.00,SUV,,,
2489,Nissan,2013,Foreign Used,176325,3500,Petrol,Automatic,2500000.00,Not SUV,,,
2490,Chevrolet,2011,Nigerian Used,90435,1500,Petrol,Automatic,1207500.00,Not SUV,,,
2491,Honda,2010,Nigerian Used,149189,35000,Petrol,Automatic,2100000.00,Not SUV,,,
2492,Toyota,2005,Foreign Used,150430,1800,Petrol,Automatic,2625000.00,Not SUV,,,
2493,BMW,2002,Nigerian Used,176466,3000,Petrol,Automatic,1687500.00,SUV,,,
2494,Toyota,2007,Nigerian Used,275414,2500,Petrol,Automatic,1995000.00,Not SUV,,,
2495,Honda,2015,Nigerian Used,93433,2400,Petrol,Automatic,3885000.00,Not SUV,,,
2496,Lexus,2008,Nigerian Used,184234,3500,Petrol,Automatic,3952000.00,Not SUV,,,
2497,Toyota,2004,Nigerian Used,233801,2400,Petrol,Automatic,1664000.00,Not SUV,,,
2498,Honda,2015,Nigerian Used,76054,2000,Petrol,Automatic,5616000.00,Not SUV,,,
2499,Nissan,2002,Nigerian Used,141407,2500,Petrol,Automatic,1365000.00,Not SUV,,,
2500,Infiniti,2004,Nigerian Used,262823,3500,Petrol,Automatic,1575000.00,SUV,,,
2501,Toyota,2010,Nigerian Used,257417,1800,Petrol,Automatic,3536000.00,Not SUV,,,
2502,Lexus,2011,Nigerian Used,209215,3000,Petrol,Automatic,1680000.00,Not SUV,,,
2503,Lexus,2007,Nigerian Used,68366,3500,Petrol,Automatic,5408000.00,Not SUV,,,
2504,Nissan,2009,Nigerian Used,213292,3500,Petrol,CVT,1575000.00,SUV,,,
2505,Toyota,2006,Nigerian Used,316117,3500,Petrol,Automatic,1680000.00,Not SUV,,,
2507,Toyota,2011,Nigerian Used,217733,2400,Petrol,Automatic,2100000.00,Not SUV,,,
2508,Mercedes-Benz,2009,Nigerian Used,332652,3000,Petrol,Automatic,2730000.00,Not SUV,,,
2509,Chrysler,2006,Foreign Used,36238,5700,Petrol,Automatic,1575000.00,Not SUV,,,
2510,Toyota,2008,Nigerian Used,265560,2400,Petrol,Automatic,2100000.00,Not SUV,,,
2511,Mercedes-Benz,2007,Nigerian Used,206570,2000,Petrol,Automatic,1785000.00,Not SUV,,,
2512,Honda,2010,Nigerian Used,95249,3500,Petrol,Automatic,1785000.00,Not SUV,,,
2513,Toyota,2007,Nigerian Used,312965,3000,Petrol,Automatic,1785000.00,Not SUV,,,
2514,Toyota,2005,Nigerian Used,173874,2400,Petrol,Automatic,2288000.00,Not SUV,,,
2515,Nissan,2014,Nigerian Used,191207,2500,Petrol,Automatic,1785000.00,Not SUV,,,
2516,Mazda,2007,Nigerian Used,330873,2300,Petrol,Automatic,1260000.00,Not SUV,,,
2517,Skoda,2014,Nigerian Used,83571,2000,Petrol,Automatic,1627500.00,Not SUV,,,
2518,Toyota,2002,Nigerian Used,506364,2400,Petrol,Automatic,1456000.00,Not SUV,,,
2519,Toyota,2004,Nigerian Used,233801,2400,Petrol,Automatic,1664000.00,Not SUV,,,
2520,Mercedes-Benz,2005,Foreign Used,221487,5000,Petrol,Automatic,1627500.00,Not SUV,,,
2521,Mercedes-Benz,2003,Nigerian Used,320327,3200,Petrol,Automatic,1872000.00,SUV,,,
2523,Toyota,2006,Nigerian Used,371715,3300,Petrol,Automatic,1890000.00,Not SUV,,,
2524,Toyota,2006,Foreign Used,204482,1800,Petrol,Automatic,3172000.00,Not SUV,,,
2525,Kia,2013,Nigerian Used,92645,2000,Petrol,Automatic,2310000.00,Not SUV,,,
2526,Toyota,2005,Nigerian Used,156976,2400,Petrol,Automatic,1575000.00,Not SUV,,,
2528,Toyota,2007,Nigerian Used,312965,3000,Petrol,Automatic,1785000.00,Not SUV,,,
2529,Mercedes-Benz,2007,Nigerian Used,246829,5500,Petrol,Automatic,2520000.00,Not SUV,,,
2530,Toyota,2009,Nigerian Used,154177,1800,Petrol,Automatic,2704000.00,Not SUV,,,
2531,Toyota,2008,Nigerian Used,197584,2500,Petrol,Automatic,2100000.00,Not SUV,,,
2532,Nissan,2005,Foreign Used,330873,1800,Petrol,Manual,1575000.00,Not SUV,,,
2535,Toyota,2010,Nigerian Used,176319,2500,Petrol,Automatic,2205000.00,Not SUV,,,
2536,Toyota,2001,Nigerian Used,355625,20000,Petrol,Automatic,1352000.00,Not SUV,,,
2537,Nissan,2005,Nigerian Used,343566,4000,Petrol,Automatic,1768000.00,Not SUV,,,
2538,Mercedes-Benz,2002,Foreign Used,311373,3200,Petrol,Automatic,2625000.00,SUV,,,
2539,Toyota,2003,Foreign Used,101442,1800,Petrol,Automatic,3120000.00,Not SUV,,,
2540,Nissan,2013,Foreign Used,176325,3500,Petrol,Automatic,2500000.00,Not SUV,,,
2547,Honda,2007,Nigerian Used,140942,2400,Petrol,Automatic,1890000.00,SUV,,,
2548,Kia,2013,Nigerian Used,119011,1400,Petrol,Automatic,1995000.00,Not SUV,,,
2550,Honda,2013,Nigerian Used,174120,24000,Petrol,Automatic,3517500.00,Not SUV,,,
2551,Mercedes-Benz,2009,Nigerian Used,293528,3000,Petrol,Automatic,2625000.00,Not SUV,,,
2552,Ford,2006,Foreign Used,321388,4000,Petrol,Automatic,2940000.00,Not SUV,,,
2553,Hyundai,2011,Nigerian Used,193209,2400,Petrol,Automatic,2625000.00,Not SUV,,,
2554,Mazda,2005,Nigerian Used,131262,3000,Petrol,Automatic,1260000.00,Not SUV,,,
2556,Toyota,2004,Nigerian Used,21973,1800,Petrol,Automatic,1732500.00,Not SUV,,,
2558,Lexus,1999,Nigerian Used,225668,3000,Petrol,Automatic,1938000.00,SUV,,,
2559,Toyota,2005,Nigerian Used,173874,2400,Petrol,Automatic,2288000.00,Not SUV,,,
2560,Nissan,2013,Nigerian Used,99116,2000,Petrol,Automatic,2100000.00,SUV,,,
2561,Toyota,2007,Nigerian Used,335891,1800,Petrol,Automatic,2100000.00,Not SUV,,,
2562,Toyota,2010,Foreign Used,75863,2700,Petrol,Automatic,7192500.00,Not SUV,,,
2563,Honda,2013,Nigerian Used,137302,3500,Petrol,AMT,3360000.00,Not SUV,,,
2564,Toyota,2007,Nigerian Used,249502,2400,Petrol,Automatic,2100000.00,Not SUV,,,
2566,Toyota,2005,Foreign Used,389669,1800,Petrol,Automatic,2940000.00,Not SUV,,,
2567,Toyota,2008,Nigerian Used,141077,1800,Petrol,Manual,1976000.00,Not SUV,,,
2568,Toyota,2007,Nigerian Used,256997,3500,Petrol,Automatic,1890000.00,Not SUV,,,
2569,Honda,2009,Nigerian Used,151561,2000,Petrol,Automatic,1575000.00,Not SUV,,,
2570,Mercedes-Benz,2004,Nigerian Used,7061,3500,Petrol,Automatic,1785000.00,Not SUV,,,
2571,Toyota,2007,Nigerian Used,234664,1800,Petrol,Automatic,1942500.00,Not SUV,,,
2572,Toyota,2008,Nigerian Used,241842,20,Petrol,Automatic,2500000.00,Not SUV,,,
2573,Nissan,2005,Nigerian Used,185972,4700,Petrol,Automatic,2100000.00,SUV,,,
2574,Honda,2007,Foreign Used,183460,35,Petrol,Automatic,3150000.00,SUV,,,
2575,Mitsubishi,2003,Nigerian Used,165711,2000,Petrol,Automatic,1365000.00,SUV,,,
2576,Nissan,2009,Nigerian Used,224443,2500,Petrol,Automatic,1890000.00,Not SUV,,,
2577,Honda,2003,Nigerian Used,404395,3000,Petrol,Automatic,1664000.00,SUV,,,
2578,Mercedes-Benz,2014,Nigerian Used,29355,4700,Petrol,Automatic,15600000.00,SUV,,,
2579,Honda,2007,Nigerian Used,343376,2000,Petrol,Automatic,2310000.00,SUV,,,
2580,Toyota,2004,Nigerian Used,201202,1800,Petrol,Automatic,2184000.00,Not SUV,,,
2581,Hyundai,2006,Nigerian Used,368863,3300,Petrol,Automatic,1352000.00,Not SUV,,,
2582,Honda,2004,Foreign Used,397157,2400,Petrol,Automatic,2310000.00,SUV,,,
2583,Honda,2007,Foreign Used,128446,1400,Petrol,Manual,1785000.00,Not SUV,,,
2584,Toyota,2007,Nigerian Used,405344,1800,Petrol,Automatic,2392000.00,Not SUV,,,
2585,Nissan,2014,Nigerian Used,99397,2000,Petrol,Automatic,1575000.00,Not SUV,,,
2586,Hyundai,2011,Nigerian Used,193209,2400,Petrol,Automatic,2625000.00,Not SUV,,,
2587,Toyota,2001,Nigerian Used,119510,3000,Petrol,Automatic,1352000.00,SUV,,,
2588,Lexus,2006,Nigerian Used,81045,3500,Petrol,Automatic,3095000.00,Not SUV,,,
2589,Mitsubishi,2003,Nigerian Used,165711,2000,Petrol,Automatic,1365000.00,SUV,,,
2590,Honda,2008,Nigerian Used,129345,2400,Petrol,Automatic,2808000.00,SUV,,,
2591,Nissan,2001,Nigerian Used,254983,3500,Petrol,Automatic,1050000.00,SUV,,,
2592,Chevrolet,1999,Nigerian Used,227599,3400,Petrol,Automatic,1050000.00,Not SUV,,,
2593,Mercedes-Benz,2006,Nigerian Used,172043,5000,Petrol,Automatic,2730000.00,SUV,,,
2594,Toyota,2003,Nigerian Used,189521,2000,Petrol,Automatic,1890000.00,Not SUV,,,
