ID,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build,,,
1183,Dodge,2008,Nigerian Used,2870739,3500,Petrol,Automatic,2100000.00,Not SUV,,,
1184,Toyota,2011,Foreign Used,199390,1800,Petrol,Automatic,4368000.00,Not SUV,,,
1185,Hyundai,2015,Nigerian Used,180020,2400,Petrol,Automatic,5250000.00,Not SUV,,,
1186,Toyota,2005,Nigerian Used,98692,2400,Petrol,Automatic,2600000.00,SUV,,,
1187,Infiniti,2004,Nigerian Used,101828,4500,Petrol,Automatic,2625000.00,SUV,,,
1188,Toyota,2004,Nigerian Used,184240,3300,Petrol,Automatic,1890000.00,Not SUV,,,
1189,Hyundai,2015,Nigerian Used,86960,3300,Petrol,Automatic,6615000.00,SUV,,,
1190,Ford,2010,Nigerian Used,280188,3000,Petrol,Automatic,2625000.00,SUV,,,
1192,Toyota,2007,Nigerian Used,219127,2400,Petrol,Automatic,2600000.00,Not SUV,,,
1193,Hyundai,2015,Foreign Used,122448,2400,Petrol,AMT,9450000.00,SUV,,,
1194,Toyota,2011,Nigerian Used,163716,2400,Petrol,Automatic,2730000.00,Not SUV,,,
1195,Toyota,2007,Nigerian Used,188877,2400,Petrol,Automatic,2600000.00,Not SUV,,,
1196,Toyota,2013,Foreign Used,88055,2500,Petrol,Automatic,5720000.00,Not SUV,,,
1197,Toyota,2009,Foreign Used,92602,1800,Petrol,Automatic,3570000.00,Not SUV,,,
1198,Lexus,2005,Nigerian Used,76060,3300,Petrol,Automatic,2600000.00,Not SUV,,,
1199,Ford,2010,Foreign Used,463172,3000,Petrol,Automatic,2835000.00,SUV,,,
1201,Toyota,2009,Nigerian Used,169361,3600,Petrol,Automatic,2808000.00,Not SUV,,,
1202,Ford,2009,Nigerian Used,11096,3500,Petrol,Automatic,2100000.00,Not SUV,,,
1203,Toyota,2012,Nigerian Used,143200,2500,Petrol,Automatic,3990000.00,Not SUV,,,
1204,Toyota,2011,Foreign Used,199390,1800,Petrol,Automatic,4368000.00,Not SUV,,,
1205,Lexus,2008,Nigerian Used,100098,3500,Petrol,Automatic,3675000.00,SUV,,,
1206,Land Rover,2007,Nigerian Used,185503,4200,Petrol,Automatic,2100000.00,SUV,,,
1207,Toyota,2002,Nigerian Used,196880,5600,Petrol,Automatic,2310000.00,SUV,,,
1208,Lexus,2004,Nigerian Used,195760,3300,Petrol,Automatic,2496000.00,Not SUV,,,
1209,Toyota,2008,Nigerian Used,308809,3500,Petrol,Automatic,2625000.00,SUV,,,
1210,Hyundai,2014,Foreign Used,112615,2400,Petrol,Automatic,6825000.00,SUV,,,
1211,Toyota,2007,Nigerian Used,91854,2400,Petrol,Automatic,2205000.00,SUV,,,
1212,Lexus,2006,Nigerian Used,310182,3000,Petrol,Automatic,2310000.00,Not SUV,,,
1213,Toyota,2008,Nigerian Used,211165,3500,Petrol,Automatic,2625000.00,SUV,,,
1214,Lexus,2007,Nigerian Used,228749,2500,Petrol,Automatic,2782500.00,Not SUV,,,
1215,Lexus,2010,Nigerian Used,163603,3500,Petrol,Automatic,4688000.00,Not SUV,,,
1217,Toyota,2010,Nigerian Used,87786,2400,Petrol,Automatic,3150000.00,Not SUV,,,
1218,Land Rover,2014,Foreign Used,204656,3500,Petrol,Automatic,22050000.00,SUV,,,
1219,Toyota,2004,Nigerian Used,138325,4700,Petrol,Automatic,2912000.00,SUV,,,
1220,Lexus,2005,Nigerian Used,152784,2500,Petrol,Automatic,2782500.00,Not SUV,,,
1221,Acura,2009,Nigerian Used,10351,35,Petrol,Automatic,3640000.00,Not SUV,,,
1222,Lexus,2004,Nigerian Used,106126,3300,Petrol,Automatic,2288000.00,Not SUV,,,
1223,Mercedes-Benz,2007,Foreign Used,305375,3500,Petrol,Automatic,3675000.00,SUV,,,
1224,Toyota,2009,Foreign Used,306514,1800,Petrol,Automatic,3570000.00,Not SUV,,,
1225,Acura,2007,Nigerian Used,354807,3700,Petrol,Automatic,2572500.00,SUV,,,
1226,Toyota,2010,Foreign Used,93012,1800,Petrol,Automatic,4680000.00,Not SUV,,,
1227,Toyota,2009,Nigerian Used,256020,2400,Petrol,Automatic,2600000.00,Not SUV,,,
1228,Ford,2010,Nigerian Used,83505,1600,Petrol,Automatic,1912500.00,Not SUV,,,
1229,Toyota,2011,Nigerian Used,145611,3500,Petrol,Automatic,2520000.00,Not SUV,,,
1230,Lexus,2002,Foreign Used,194524,3300,Petrol,Automatic,2520000.00,Not SUV,,,
1231,Hyundai,2012,Foreign Used,180555,1800,Petrol,Automatic,3990000.00,Not SUV,,,
1232,Nissan,2008,Foreign Used,113279,3500,Petrol,Automatic,3675000.00,SUV,,,
1233,MG,2003,Nigerian Used,105744,1800,Diesel,Automatic,1575000.00,Not SUV,,,
1234,Lexus,2007,Foreign Used,259837,3500,Petrol,Automatic,4732000.00,Not SUV,,,
1238,Lexus,2002,Nigerian Used,125060,3000,Petrol,Automatic,2496000.00,Not SUV,,,
1239,Ford,2010,Nigerian Used,280188,3000,Petrol,Automatic,2625000.00,SUV,,,
1240,Toyota,2008,Nigerian Used,211165,3500,Petrol,Automatic,2625000.00,SUV,,,
1241,Toyota,2004,Nigerian Used,258147,3300,Petrol,Automatic,2496000.00,Not SUV,,,
1243,Toyota,2012,Nigerian Used,34224,3500,Petrol,Automatic,4410000.00,Not SUV,,,
1244,Lexus,2005,Nigerian Used,76060,3300,Petrol,Automatic,2600000.00,Not SUV,,,
1245,Toyota,2009,Nigerian Used,136477,1800,Petrol,Automatic,3692000.00,Not SUV,,,
1246,Toyota,2007,Nigerian Used,102334,2400,Petrol,Automatic,2415000.00,Not SUV,,,
1247,Ford,2009,Nigerian Used,11096,3500,Petrol,Automatic,2100000.00,Not SUV,,,
1248,Toyota,2011,Nigerian Used,57764,1800,Petrol,Automatic,4680000.00,Not SUV,,,
1249,Toyota,2005,Nigerian Used,436987,1600,Petrol,Automatic,2137500.00,Not SUV,,,
1250,Lexus,2004,Nigerian Used,195760,3300,Petrol,Automatic,2496000.00,Not SUV,,,
1251,Toyota,2008,Foreign Used,166063,2400,Petrol,Automatic,3952000.00,Not SUV,,,
1252,Acura,2008,Nigerian Used,186539,3700,Petrol,Automatic,2940000.00,SUV,,,
1253,Toyota,2009,Nigerian Used,240394,1800,Petrol,Automatic,3432000.00,Not SUV,,,
1255,Mercedes-Benz,2013,Nigerian Used,82908,3500,Petrol,Automatic,4680000.00,Not SUV,,,
1256,Toyota,2009,Nigerian Used,120332,2400,Petrol,Automatic,2600000.00,Not SUV,,,
1257,Mercedes-Benz,2006,Foreign Used,242654,5000,Petrol,Automatic,4725000.00,Not SUV,,,
1258,Pontiac,2009,Foreign Used,246153,1800,Petrol,Automatic,3360000.00,Not SUV,,,
1259,Chrysler,2013,Foreign Used,182823,24,Petrol,Automatic,4200000.00,Not SUV,,,
1260,Lexus,2009,Nigerian Used,1530065,3500,Petrol,Automatic,4784000.00,SUV,,,
1261,Toyota,2012,Foreign Used,89735,1800,Petrol,Automatic,5200000.00,Not SUV,,,
1262,Infiniti,2006,Nigerian Used,169239,5600,Petrol,Automatic,1675000.00,SUV,,,
1263,Ford,2013,Nigerian Used,99988,3500,Petrol,Automatic,2625000.00,SUV,,,
1264,Toyota,2006,Nigerian Used,341149,3500,Petrol,Automatic,2625000.00,SUV,,,
1265,Toyota,2004,Nigerian Used,96072,4000,Petrol,Automatic,1837500.00,SUV,,,
1266,Lexus,2005,Foreign Used,101051,3300,Petrol,Automatic,2520000.00,Not SUV,,,
1268,Ford,2013,Foreign Used,150025,2000,Petrol,Automatic,3990000.00,Not SUV,,,
1269,Toyota,2007,Foreign Used,184835,2400,Petrol,Automatic,3952000.00,Not SUV,,,
1270,Hyundai,2013,Nigerian Used,102268,1800,Petrol,Automatic,3120000.00,Not SUV,,,
1271,Acura,2006,Nigerian Used,114031,3500,Petrol,Automatic,1768000.00,SUV,,,
1272,Toyota,2013,Nigerian Used,50411,1800,Petrol,Automatic,3150000.00,Not SUV,,,
1273,Toyota,2007,Foreign Used,258598,1800,Petrol,Automatic,3328000.00,Not SUV,,,
1275,Hyundai,2013,Nigerian Used,85345,2400,Petrol,Automatic,4042500.00,SUV,,,
1276,Hyundai,2012,Nigerian Used,58248,2000,Petrol,Automatic,3125000.00,Not SUV,,,
1277,Toyota,2013,Nigerian Used,50411,1800,Petrol,Automatic,3150000.00,Not SUV,,,
1278,Hyundai,2011,Foreign Used,102194,1800,Petrol,Automatic,3465000.00,Not SUV,,,
1279,Acura,2009,Nigerian Used,429408,3700,Petrol,Automatic,2625000.00,SUV,,,
1280,Lexus,2006,Nigerian Used,310182,3000,Petrol,Automatic,2310000.00,Not SUV,,,
1281,Lexus,2002,Foreign Used,427071,3000,Petrol,Automatic,2887500.00,Not SUV,,,
1282,Toyota,2015,Foreign Used,62148,1800,Petrol,Automatic,5775000.00,Not SUV,,,
1283,Lexus,2008,Nigerian Used,132323,3500,Petrol,Automatic,2625000.00,Not SUV,,,
1284,Toyota,2009,Nigerian Used,196918,2400,Petrol,Automatic,3328000.00,Not SUV,,,
1285,Toyota,2007,Nigerian Used,203882,3300,Petrol,Automatic,2500000.00,Not SUV,,,
1287,Toyota,2010,Nigerian Used,133492,2400,Petrol,Automatic,2964000.00,Not SUV,,,
1288,Toyota,2015,Nigerian Used,90272,2400,Petrol,Automatic,5928000.00,Not SUV,,,
1289,Toyota,2006,Foreign Used,290415,3500,Petrol,Automatic,2625000.00,Not SUV,,,
1290,Acura,2010,Nigerian Used,112020,3700,Petrol,Automatic,4680000.00,SUV,,,
1291,Hyundai,2014,Nigerian Used,101951,2000,Petrol,Automatic,3360000.00,SUV,,,
1294,Lexus,2008,Nigerian Used,213189,3500,Petrol,Automatic,3360000.00,Not SUV,,,
1296,Toyota,2013,Foreign Used,195542,1800,Petrol,Automatic,4992000.00,Not SUV,,,
1297,Toyota,2015,Foreign Used,46336,3500,Petrol,Automatic,15080000.00,SUV,,,
1298,Ford,2010,Foreign Used,463172,3000,Petrol,Automatic,2835000.00,SUV,,,
1299,Hyundai,2014,Foreign Used,122936,3800,Petrol,Automatic,5565000.00,Not SUV,,,
1300,Ford,2007,Foreign Used,292069,3500,Petrol,Automatic,3640000.00,SUV,,,
1301,Toyota,2004,Nigerian Used,165284,3300,Petrol,Automatic,2756000.00,SUV,,,
1302,Pontiac,2007,Foreign Used,322537,3400,Petrol,Automatic,2205000.00,SUV,,,
1303,Toyota,2007,Foreign Used,194783,2000,Petrol,Automatic,4160000.00,Not SUV,,,
1305,Mercedes-Benz,2007,Foreign Used,305375,3500,Petrol,Automatic,3675000.00,SUV,,,
1306,Toyota,2004,Nigerian Used,141882,3500,Petrol,Automatic,2310000.00,SUV,,,
1307,Toyota,2010,Foreign Used,219320,1800,Petrol,Automatic,3952000.00,Not SUV,,,
1308,Mercedes-Benz,2008,Nigerian Used,324323,4700,Petrol,Automatic,6760000.00,SUV,,,
1309,Toyota,2012,Foreign Used,279251,1800,Petrol,Automatic,4515000.00,Not SUV,,,
1310,Lexus,2004,Nigerian Used,120847,3300,Petrol,Automatic,2392000.00,Not SUV,,,
1311,Lexus,2006,Nigerian Used,128350,2500,Petrol,Automatic,2625000.00,Not SUV,,,
1312,Toyota,2005,Nigerian Used,94077,3300,Petrol,Automatic,2520000.00,SUV,,,
1313,Mercedes-Benz,2006,Nigerian Used,13571,3400,Petrol,Automatic,3744000.00,SUV,,,
1314,Toyota,2009,Nigerian Used,134528,3500,Petrol,Automatic,2704000.00,Not SUV,,,
1315,Hummer,2005,Nigerian Used,139809,6000,Petrol,Automatic,6300000.00,SUV,,,
1316,Lexus,2003,Nigerian Used,206338,3000,Petrol,Automatic,2100000.00,Not SUV,,,
1317,Hyundai,2016,Nigerian Used,33844,20000,Petrol,Automatic,6344000.00,Not SUV,,,
1318,Lexus,2005,Nigerian Used,148435,3000,Petrol,Automatic,2310000.00,Not SUV,,,
1319,Hyundai,2015,Foreign Used,127274,5000,Petrol,Automatic,10500000.00,Not SUV,,,
1320,Toyota,2008,Nigerian Used,45961,3500,Petrol,Automatic,2205000.00,Not SUV,,,
1321,Toyota,2015,Foreign Used,46336,3500,Petrol,Automatic,15080000.00,SUV,,,
1322,Ford,2010,Nigerian Used,248893,3500,Petrol,Automatic,2467500.00,SUV,,,
1323,Lexus,2006,Nigerian Used,121412,3300,Petrol,Automatic,2310000.00,Not SUV,,,
1324,Lexus,2002,Nigerian Used,218353,3000,Petrol,Automatic,1995000.00,Not SUV,,,
1325,Dodge,2008,Nigerian Used,2870739,3500,Petrol,Automatic,2100000.00,Not SUV,,,
1326,Toyota,2010,Foreign Used,185460,1800,Petrol,Automatic,3622500.00,Not SUV,,,
1327,Lexus,2005,Nigerian Used,156418,3300,Petrol,Automatic,3328000.00,SUV,,,
1328,Toyota,2006,Nigerian Used,96343,3500,Petrol,Automatic,1995000.00,SUV,,,
1329,Toyota,2008,Nigerian Used,93578,3500,Petrol,Automatic,3952000.00,SUV,,,
1330,Toyota,2008,Foreign Used,166063,2400,Petrol,Automatic,3952000.00,Not SUV,,,
1331,Toyota,2009,Nigerian Used,216256,1800,Petrol,Automatic,3120000.00,Not SUV,,,
1332,Chevrolet,2011,Foreign Used,175142,3600,Petrol,Automatic,4725000.00,Not SUV,,,
1333,Toyota,2008,Foreign Used,306427,5700,Petrol,Automatic,15080000.00,Not SUV,,,
1334,Toyota,2016,Foreign Used,76965,1800,Petrol,Automatic,6090000.00,Not SUV,,,
1335,Chrysler,2013,Foreign Used,182823,24,Petrol,Automatic,4200000.00,Not SUV,,,
1336,Toyota,2002,Nigerian Used,215340,3000,Petrol,Automatic,2200000.00,SUV,,,
1337,Toyota,2005,Nigerian Used,436987,1600,Petrol,Automatic,2137500.00,Not SUV,,,
1338,Toyota,2007,Nigerian Used,203882,3300,Petrol,Automatic,2500000.00,Not SUV,,,
1339,Land Rover,2009,Nigerian Used,128701,4400,Petrol,Automatic,2940000.00,SUV,,,
1340,Chrysler,2015,Nigerian Used,57904,3600,Petrol,Automatic,5040000.00,Not SUV,,,
1341,Acura,2010,Nigerian Used,112020,3700,Petrol,Automatic,4680000.00,SUV,,,
1343,Lexus,2002,Foreign Used,427071,3000,Petrol,Automatic,2887500.00,Not SUV,,,
1344,Toyota,2012,Foreign Used,279251,1800,Petrol,Automatic,4515000.00,Not SUV,,,
1345,Toyota,2007,Nigerian Used,108179,2400,Petrol,Automatic,2625000.00,SUV,,,
1346,Toyota,2005,Nigerian Used,245731,3300,Petrol,Automatic,2310000.00,SUV,,,
1347,Mercedes-Benz,2008,Nigerian Used,324323,4700,Petrol,Automatic,6760000.00,SUV,,,
1348,Toyota,2010,Foreign Used,90364,1800,Petrol,Automatic,3858750.00,Not SUV,,,
1349,Toyota,2003,Nigerian Used,342633,4000,Petrol,Automatic,2300000.00,SUV,,,
1350,Toyota,2009,Foreign Used,171795,1800,Petrol,Automatic,3465000.00,Not SUV,,,
1351,Lexus,2002,Nigerian Used,170739,3300,Petrol,Automatic,1785000.00,Not SUV,,,
1352,Chevrolet,2012,Nigerian Used,215704,2400,Petrol,Automatic,3260000.00,Not SUV,,,
1354,Toyota,2012,Nigerian Used,96357,1800,Petrol,Automatic,3640000.00,Not SUV,,,
1355,Toyota,2003,Foreign Used,321420,3000,Petrol,Automatic,2641600.00,Not SUV,,,
1356,Lexus,2006,Foreign Used,210836,3000,Petrol,Automatic,2835000.00,Not SUV,,,
1358,Ford,2007,Nigerian Used,209088,3500,Petrol,Automatic,1890000.00,SUV,,,
1359,Toyota,2010,Foreign Used,85212,2500,Petrol,Automatic,4264000.00,Not SUV,,,
1360,Ford,2010,Nigerian Used,248893,3500,Petrol,Automatic,2467500.00,SUV,,,
1361,Toyota,2006,Nigerian Used,96343,3500,Petrol,Automatic,1995000.00,SUV,,,
1362,Lexus,2005,Nigerian Used,57855,3300,Petrol,Automatic,2835000.00,SUV,,,
1363,Toyota,2007,Nigerian Used,200280,20000,Petrol,Automatic,2600000.00,Not SUV,,,
1366,Mercedes-Benz,2010,Nigerian Used,84345,3500,Petrol,Automatic,5775000.00,SUV,,,
1367,Toyota,2011,Foreign Used,77646,2500,Petrol,Automatic,2835000.00,Not SUV,,,
1368,Toyota,2016,Nigerian Used,49604,1800,Petrol,Automatic,5200000.00,Not SUV,,,
1369,Infiniti,2006,Nigerian Used,169239,5600,Petrol,Automatic,1675000.00,SUV,,,
1370,Toyota,2007,Nigerian Used,144602,3300,Petrol,Automatic,2600000.00,Not SUV,,,
1372,Toyota,2007,Foreign Used,10199,3500,Petrol,Automatic,2362500.00,Not SUV,,,
1373,Chevrolet,2009,Foreign Used,274542,3600,Petrol,Automatic,6300000.00,SUV,,,
1374,Toyota,2007,Nigerian Used,285350,2400,Petrol,Automatic,2205000.00,Not SUV,,,
1375,Hyundai,2011,Foreign Used,89090,2400,Petrol,Automatic,4160000.00,Not SUV,,,
1376,Toyota,2008,Nigerian Used,318285,2400,Petrol,Automatic,2964000.00,Not SUV,,,
1377,Toyota,2010,Nigerian Used,189739,2500,Petrol,Automatic,3432000.00,Not SUV,,,
1378,Ford,2007,Nigerian Used,95227,3500,Petrol,Automatic,2600000.00,SUV,,,
1379,Lexus,2003,Nigerian Used,122125,3000,Petrol,Automatic,2080000.00,Not SUV,,,
1380,Toyota,2003,Nigerian Used,112583,3000,Petrol,Automatic,2100000.00,SUV,,,
1382,Toyota,2011,Nigerian Used,248863,3500,Petrol,Automatic,6240000.00,SUV,,,
1383,Toyota,2009,Nigerian Used,274265,2400,Petrol,Automatic,2415000.00,Not SUV,,,
1385,Toyota,2005,Nigerian Used,245731,3300,Petrol,Automatic,2310000.00,SUV,,,
1386,Kia,2005,Foreign Used,162872,3500,Petrol,Automatic,2835000.00,Not SUV,,,
1387,Toyota,2011,Nigerian Used,135036,1800,Petrol,Automatic,3224000.00,Not SUV,,,
1388,Lexus,2008,Foreign Used,149092,3500,Petrol,Automatic,5145000.00,SUV,,,
1389,Toyota,2007,Nigerian Used,105517,3500,Petrol,Automatic,2600000.00,Not SUV,,,
1390,Toyota,2009,Nigerian Used,143829,2700,Petrol,Automatic,5512000.00,SUV,,,
1391,Toyota,2002,Nigerian Used,215340,3000,Petrol,Automatic,2200000.00,SUV,,,
1392,Lexus,2005,Nigerian Used,268389,3000,Petrol,Automatic,2415000.00,Not SUV,,,
1393,Toyota,2008,Nigerian Used,101224,3500,Petrol,Automatic,2625000.00,Not SUV,,,
1394,Toyota,2007,Nigerian Used,201547,2700,Petrol,Automatic,3120000.00,Not SUV,,,
1395,Ford,2012,Nigerian Used,114305,2500,Petrol,Automatic,2100000.00,Not SUV,,,
1396,Nissan,2008,Foreign Used,113279,3500,Petrol,Automatic,3675000.00,SUV,,,
1397,Toyota,2016,Nigerian Used,49604,1800,Petrol,Automatic,5200000.00,Not SUV,,,
1398,Mercedes-Benz,2010,Nigerian Used,161785,3500,Petrol,Automatic,5550000.00,SUV,,,
1399,Hyundai,2011,Foreign Used,89090,2400,Petrol,Automatic,4160000.00,Not SUV,,,
1400,Lexus,2008,Nigerian Used,136552,2500,Petrol,Automatic,2520000.00,Not SUV,,,
1401,Toyota,2017,Nigerian Used,99735,2400,Petrol,Automatic,10500000.00,Not SUV,,,
1402,Ford,2007,Nigerian Used,95227,3500,Petrol,Automatic,2600000.00,SUV,,,
1404,Lexus,2008,Foreign Used,149092,3500,Petrol,Automatic,5145000.00,SUV,,,
1405,Toyota,2004,Nigerian Used,261074,2400,Petrol,Automatic,3120000.00,Not SUV,,,
1406,Dodge,2004,Nigerian Used,396150,3700,Petrol,Automatic,1575000.00,Not SUV,,,
1407,Toyota,2009,Nigerian Used,276128,1500,Hybrid,Automatic,2625000.00,Not SUV,,,
1409,Toyota,2015,Nigerian Used,65786,3500,Petrol,Automatic,6552000.00,Not SUV,,,
1410,Lexus,2007,Nigerian Used,241931,3500,Petrol,Automatic,4888000.00,Not SUV,,,
1411,Hyundai,2011,Foreign Used,196330,1800,Petrol,Automatic,4160000.00,Not SUV,,,
1412,Toyota,2011,Nigerian Used,115034,2700,Petrol,Automatic,6968000.00,SUV,,,
1413,Toyota,2003,Nigerian Used,342633,4000,Petrol,Automatic,2300000.00,SUV,,,
1414,Toyota,2007,Nigerian Used,333942,3500,Petrol,Automatic,2600000.00,Not SUV,,,
1415,Ford,2013,Nigerian Used,99988,3500,Petrol,Automatic,2625000.00,SUV,,,
1416,Toyota,2005,Foreign Used,140590,2400,Petrol,Automatic,2808000.00,Not SUV,,,
1419,Lexus,2008,Nigerian Used,136552,2500,Petrol,Automatic,2520000.00,Not SUV,,,
1420,Kia,2013,Nigerian Used,37455,3500,Petrol,Automatic,3412500.00,SUV,,,
1421,Toyota,2009,Nigerian Used,269616,1800,Petrol,Automatic,2415000.00,Not SUV,,,
1423,Toyota,2003,Foreign Used,308967,3000,Petrol,Automatic,2415103.00,Not SUV,,,
1424,SsangYong,2009,Nigerian Used,155231,2400,Petrol,Automatic,2625000.00,SUV,,,
1425,Toyota,2010,Foreign Used,189486,1800,Petrol,Automatic,3570000.00,Not SUV,,,
1426,Lexus,2002,Nigerian Used,218353,3000,Petrol,Automatic,1995000.00,Not SUV,,,
1427,Kia,2015,Nigerian Used,88662,3300,Petrol,Automatic,10500000.00,Not SUV,,,
1428,Toyota,2007,Nigerian Used,312282,3500,Petrol,Automatic,2496000.00,Not SUV,,,
1429,Toyota,2009,Nigerian Used,164957,3500,Petrol,Automatic,2808000.00,Not SUV,,,
1430,Toyota,2012,Nigerian Used,179951,5700,Petrol,Automatic,5250000.00,Not SUV,,,
1431,Toyota,2010,Foreign Used,163019,1800,Petrol,Automatic,3780000.00,Not SUV,,,
1432,Toyota,2014,Nigerian Used,71601,1800,Petrol,Automatic,4410000.00,Not SUV,,,
1433,Hyundai,2011,Nigerian Used,99145,18,Petrol,Automatic,3120000.00,Not SUV,,,
1434,Acura,2006,Nigerian Used,112158,3500,Petrol,Automatic,1872000.00,Not SUV,,,
1435,Toyota,2010,Nigerian Used,188499,2500,Petrol,Automatic,3120000.00,Not SUV,,,
1436,Toyota,2011,Nigerian Used,144248,2500,Petrol,Automatic,2730000.00,Not SUV,,,
1437,Toyota,2009,Nigerian Used,1449691,1600,Petrol,Automatic,2860000.00,Not SUV,,,
1438,Toyota,2003,Foreign Used,151679,1800,Petrol,Automatic,2496000.00,Not SUV,,,
1439,Chevrolet,2008,Nigerian Used,221552,2400,Hybrid,Automatic,2047500.00,Not SUV,,,
1440,Toyota,2010,Foreign Used,210366,2500,Petrol,Automatic,5616000.00,SUV,,,
1441,Mercedes-Benz,2012,Nigerian Used,280907,3500,Petrol,Automatic,3780000.00,Not SUV,,,
1442,Toyota,2013,Nigerian Used,76486,2400,Petrol,Automatic,3744000.00,Not SUV,,,
1443,Toyota,2007,Nigerian Used,115055,2400,Petrol,Automatic,2600000.00,Not SUV,,,
1444,Lexus,2002,Nigerian Used,221831,3000,Petrol,Automatic,2184000.00,Not SUV,,,
1445,Toyota,2012,Nigerian Used,93685,1800,Petrol,Automatic,4160000.00,Not SUV,,,
1446,Jeep,2007,Nigerian Used,75157,3700,Petrol,Automatic,1575000.00,SUV,,,
1447,Kia,2012,Nigerian Used,145309,3500,Petrol,Automatic,5250000.00,SUV,,,
1448,Toyota,2009,Nigerian Used,264799,2400,Petrol,Automatic,2205000.00,Not SUV,,,
1449,Kia,2016,Foreign Used,77152,3000,Petrol,Automatic,9450000.00,Not SUV,,,
1450,Hyundai,2010,Nigerian Used,112204,2200,Petrol,Automatic,4200000.00,SUV,,,
1452,Toyota,2009,Nigerian Used,236354,2400,Petrol,Automatic,2600000.00,Not SUV,,,
1453,Toyota,2004,Nigerian Used,261074,2400,Petrol,Automatic,3120000.00,Not SUV,,,
1454,Lexus,2003,Nigerian Used,191482,3000,Petrol,Automatic,1995000.00,Not SUV,,,
1455,Acura,2010,Nigerian Used,168926,3000,Petrol,Automatic,4056000.00,Not SUV,,,
1456,Chevrolet,2014,Nigerian Used,87498,1600,Petrol,Automatic,3150000.00,Not SUV,,,
1457,Toyota,2004,Nigerian Used,267928,3300,Petrol,Automatic,2288000.00,Not SUV,,,
1458,Mercedes-Benz,2010,Foreign Used,53401,3500,Petrol,Automatic,6310000.00,Not SUV,,,
1459,Lexus,2002,Nigerian Used,190875,3000,Petrol,Automatic,2184000.00,SUV,,,
1460,Toyota,2015,Nigerian Used,65786,3500,Petrol,Automatic,6552000.00,Not SUV,,,
1462,Toyota,2005,Foreign Used,279479,3000,Petrol,Automatic,2415000.00,Not SUV,,,
1463,Toyota,2009,Nigerian Used,125589,2400,Petrol,Automatic,2310000.00,Not SUV,,,
1464,Toyota,2009,Nigerian Used,234265,2400,Petrol,Automatic,2520000.00,Not SUV,,,
1465,Toyota,2003,Nigerian Used,270359,4700,Petrol,Automatic,2548000.00,SUV,,,
1466,Ford,2008,Nigerian Used,252855,3500,Petrol,Automatic,1680000.00,SUV,,,
1467,Toyota,2008,Foreign Used,342589,1800,Petrol,Automatic,3150000.00,Not SUV,,,
1468,Pontiac,2010,Nigerian Used,95122,1800,Petrol,Automatic,3255000.00,Not SUV,,,
1469,Toyota,2014,Nigerian Used,77468,1800,Petrol,Automatic,4515000.00,Not SUV,,,
1470,Ford,2013,Nigerian Used,31192,1600,Petrol,Automatic,4680000.00,SUV,,,
1471,Kia,2012,Nigerian Used,145309,3500,Petrol,Automatic,5250000.00,SUV,,,
1472,Toyota,2004,Nigerian Used,261065,3300,Petrol,Automatic,2288000.00,Not SUV,,,
1473,Acura,2010,Nigerian Used,168926,3000,Petrol,Automatic,4056000.00,Not SUV,,,
1474,Toyota,2007,Nigerian Used,87034,2400,Petrol,Automatic,2100000.00,Not SUV,,,
1475,Toyota,2009,Nigerian Used,128309,2500,Petrol,Automatic,2310000.00,Not SUV,,,
1476,Toyota,2006,Nigerian Used,395083,3300,Petrol,Automatic,2100000.00,Not SUV,,,
1477,Toyota,2003,Nigerian Used,270359,4700,Petrol,Automatic,2548000.00,SUV,,,
1478,Hyundai,2014,Nigerian Used,91219,2000,Petrol,Automatic,4725000.00,Not SUV,,,
1479,Mercedes-Benz,2010,Nigerian Used,74039,3500,Petrol,Automatic,5040000.00,Not SUV,,,
1480,Toyota,2009,Nigerian Used,125589,2400,Petrol,Automatic,2310000.00,Not SUV,,,
1481,Toyota,2009,Nigerian Used,236354,2400,Petrol,Automatic,2600000.00,Not SUV,,,
1482,Hyundai,2019,Nigerian Used,43168,1600,Petrol,Automatic,6825000.00,SUV,,,
1483,Toyota,2008,Nigerian Used,318285,2400,Petrol,Automatic,2964000.00,Not SUV,,,
1484,Toyota,2007,Nigerian Used,299527,2400,Petrol,Automatic,2415000.00,Not SUV,,,
1485,Toyota,2013,Nigerian Used,194940,1800,Petrol,Automatic,3536000.00,Not SUV,,,
1487,Toyota,2007,Nigerian Used,115055,2400,Petrol,Automatic,2600000.00,Not SUV,,,
1488,Kia,2013,Nigerian Used,134013,3800,Petrol,Automatic,4410000.00,SUV,,,
1489,Toyota,2008,Foreign Used,342589,1800,Petrol,Automatic,3150000.00,Not SUV,,,
1490,Pontiac,2003,Nigerian Used,175447,1800,Petrol,Automatic,2415000.00,Not SUV,,,
1491,Toyota,2003,Foreign Used,308967,3000,Petrol,Automatic,2415103.00,Not SUV,,,
1492,Lexus,2002,Nigerian Used,180360,3300,Petrol,Automatic,2080000.00,Not SUV,,,
1493,Toyota,2007,Nigerian Used,23909,2400,Petrol,Automatic,2310000.00,Not SUV,,,
1494,Toyota,1998,Nigerian Used,188782,3000,Petrol,Automatic,1560000.00,Not SUV,,,
1495,Toyota,2011,Nigerian Used,168744,3500,Petrol,Automatic,4515000.00,Not SUV,,,
