"","ID","Make","Year","Condition","Mileage","Engine.Size","Fuel","Transmission","Price","Build","Selling.Rate"
"1",0,"Toyota",2007,3,166418,2400,"Petrol","Automatic",3120000,"Not SUV",108.223808169935
"2",2,"Mercedes-Benz",2008,3,376807,3000,"Petrol","Automatic",3640000,"Not SUV",106.946299748744
"3",30,"Lexus",2008,2,301265,3500,"Petrol","Automatic",4680000,"Not SUV",106.946299748744
"4",32,"Lexus",2011,3,105546,4600,"Petrol","Automatic",14040000,"SUV",141.992968264463
"5",43,"Lexus",2011,2,211917,3500,"Petrol","Automatic",6968000,"Not SUV",141.992968264463
"6",44,"Toyota",2014,3,216924,2500,"Petrol","Automatic",9360000,"SUV",122.119956480118
"7",50,"Toyota",2014,3,216924,2500,"Petrol","Automatic",9360000,"SUV",122.119956480118
"8",54,"Lexus",2016,3,107355,5700,"Petrol","Automatic",4.2e+07,"SUV",169.785692893773
"9",55,"Toyota",2009,3,134232,2400,"Petrol","Manual",4725000,"Not SUV",129.358208061889
"10",57,"Mercedes-Benz",2007,2,209466,4700,"Petrol","Automatic",4515000,"SUV",108.223808169935
"11",59,"Mercedes-Benz",2017,3,31079,3000,"Petrol","Automatic",41600000,"Not SUV",192.310069256987
"12",62,"Lexus",2010,2,135819,3500,"Petrol","Automatic",8610000,"SUV",130.380254951299
"13",64,"Mercedes-Benz",2015,3,120785,4500,"Petrol","Automatic",18720000,"SUV",137.412810413589
"14",65,"Lexus",2006,3,156704,3300,"Petrol","Automatic",3640000,"SUV",105.854727600412
"15",66,"Toyota",2013,2,143701,1800,"Petrol","Automatic",10400000,"Not SUV",120.782567204696
"16",67,"Lexus",2008,3,162262,4700,"Petrol","Automatic",4725000,"SUV",106.946299748744
"17",70,"Land Rover",2011,3,132352,5000,"Petrol","Automatic",5250000,"SUV",141.992968264463
"18",71,"Toyota",2010,2,170599,3500,"Petrol","Automatic",6825000,"SUV",130.380254951299
"19",72,"Lexus",2007,2,203492,3500,"Petrol","Automatic",4410000,"Not SUV",108.223808169935
"20",73,"Lexus",2014,2,72352,3500,"Petrol","Automatic",9240000,"Not SUV",122.119956480118
"21",77,"Lexus",2015,2,228013,3500,"Petrol","Automatic",15600000,"SUV",137.412810413589
"22",78,"Mercedes-Benz",2014,3,173644,1800,"Petrol","Automatic",6090000,"Not SUV",122.119956480118
"23",79,"Toyota",2015,2,79277,4000,"Petrol","Automatic",17680000,"SUV",137.412810413589
"24",80,"Lexus",2015,3,88745,3500,"Petrol","Automatic",9450000,"SUV",137.412810413589
"25",82,"Toyota",2010,2,158017,3500,"Petrol","Automatic",6825000,"SUV",130.380254951299
"26",83,"Toyota",2012,2,122807,3500,"Petrol","Automatic",8820000,"Not SUV",120.331001498127
"27",84,"Lexus",2004,2,250650,3500,"Petrol","Automatic",6032000,"SUV",112.832138933951
"28",85,"Mercedes-Benz",2006,3,243975,3500,"Petrol","Automatic",3360000,"SUV",105.854727600412
"29",86,"Lexus",2013,2,192175,3500,"Petrol","Automatic",9880000,"Not SUV",120.782567204696
"30",87,"Land Rover",2018,2,30092,3000,"Diesel","Automatic",36750000,"SUV",193.854180795148
"31",88,"Lexus",2014,2,77859,3500,"Petrol","Automatic",10400000,"Not SUV",122.119956480118
"32",89,"Mercedes-Benz",2012,2,173337,3500,"Petrol","Automatic",11025000,"SUV",120.331001498127
"33",91,"Toyota",2015,2,88627,3500,"Petrol","Automatic",15600000,"Not SUV",137.412810413589
"34",92,"Lexus",2007,2,141782,4600,"Petrol","Automatic",4368000,"Not SUV",108.223808169935
"35",93,"Lexus",2005,2,95873,3300,"Petrol","Automatic",5200000,"SUV",107.90179476082
"36",94,"Land Rover",2018,2,30092,3000,"Diesel","Automatic",36750000,"SUV",193.854180795148
"37",96,"Toyota",2011,2,215398,3500,"Petrol","Automatic",4725000,"Not SUV",141.992968264463
"38",97,"Mercedes-Benz",2010,3,112360,4600,"Petrol","Automatic",6240000,"SUV",130.380254951299
"39",98,"Toyota",2010,2,170599,3500,"Petrol","Automatic",6825000,"SUV",130.380254951299
"40",99,"Lexus",2007,2,348830,3500,"Petrol","Automatic",4095000,"Not SUV",108.223808169935
"41",100,"Lexus",2010,2,344424,3500,"Petrol","Automatic",9048000,"SUV",130.380254951299
"42",101,"Lexus",2007,3,170778,3300,"Petrol","Automatic",4680000,"SUV",108.223808169935
"43",102,"Toyota",2012,2,122807,3500,"Petrol","Automatic",8820000,"Not SUV",120.331001498127
"44",103,"Mercedes-Benz",2014,3,173644,1800,"Petrol","Automatic",6090000,"Not SUV",122.119956480118
"45",105,"Mercedes-Benz",2010,3,112360,4600,"Petrol","Automatic",6240000,"SUV",130.380254951299
"46",106,"Acura",2007,2,233488,3700,"Petrol","Automatic",3570000,"SUV",108.223808169935
"47",107,"Toyota",2015,2,88627,3500,"Petrol","Automatic",15600000,"Not SUV",137.412810413589
"48",108,"Acura",2011,3,90726,3700,"Petrol","Automatic",4200000,"SUV",141.992968264463
"49",109,"Mercedes-Benz",2014,3,152669,4700,"Petrol","Automatic",13520000,"SUV",122.119956480118
"50",110,"Toyota",2015,3,47602,3500,"Petrol","Automatic",9660000,"SUV",137.412810413589
"51",111,"Toyota",2008,2,132566,4700,"Petrol","Automatic",8320000,"Not SUV",106.946299748744
"52",112,"Lexus",2007,2,255839,3500,"Petrol","Automatic",5460000,"Not SUV",108.223808169935
"53",113,"Toyota",2013,3,126686,3500,"Petrol","Automatic",7280000,"SUV",120.782567204696
"54",114,"Lexus",2010,2,344424,3500,"Petrol","Automatic",9048000,"SUV",130.380254951299
"55",115,"Lexus",2005,2,95873,3300,"Petrol","Automatic",5200000,"SUV",107.90179476082
"56",116,"Land Rover",2013,3,76069,4500,"Petrol","Automatic",4200000,"SUV",120.782567204696
"57",117,"Toyota",2007,2,401813,2400,"Petrol","Automatic",3885000,"Not SUV",108.223808169935
"58",118,"Lexus",2002,2,119143,3000,"Petrol","Automatic",3848000,"SUV",103.641601889339
"59",119,"Land Rover",2011,3,26628,5000,"Petrol","Automatic",9360000,"SUV",141.992968264463
"60",120,"Mercedes-Benz",2006,3,231361,5000,"Petrol","Automatic",3675000,"Not SUV",105.854727600412
"61",121,"Lexus",2007,2,175135,3500,"Petrol","Automatic",4500000,"SUV",108.223808169935
"62",123,"Lexus",2010,3,140073,3500,"Petrol","Automatic",4784000,"Not SUV",130.380254951299
"63",124,"Toyota",2004,2,294359,2400,"Petrol","Automatic",4160000,"SUV",112.832138933951
"64",126,"Mercedes-Benz",2015,2,39662,3500,"Petrol","Automatic",14560000,"SUV",137.412810413589
"65",127,"Porsche",2004,2,359713,4500,"Petrol","Automatic",4200000,"SUV",112.832138933951
"66",128,"Mercedes-Benz",2010,3,96957,3500,"Petrol","Automatic",6240000,"SUV",130.380254951299
"67",129,"Toyota",2014,2,65308,2000,"Petrol","Automatic",9450000,"Not SUV",122.119956480118
"68",130,"Lexus",2007,2,198969,2500,"Petrol","Automatic",4992000,"Not SUV",108.223808169935
"69",131,"Toyota",2007,2,149184,4000,"Petrol","Automatic",6448000,"SUV",108.223808169935
"70",132,"Lexus",2009,2,173307,3500,"Petrol","Automatic",4500000,"Not SUV",129.358208061889
"71",133,"Toyota",2009,2,208827,2400,"Petrol","Automatic",3952000,"Not SUV",129.358208061889
"72",134,"Lexus",2006,2,376865,3500,"Petrol","Automatic",4680000,"Not SUV",105.854727600412
"73",135,"Lexus",2014,2,139592,4600,"Petrol","Automatic",23920000,"SUV",122.119956480118
"74",136,"Lexus",2008,3,97315,3200,"Petrol","Automatic",3640000,"Not SUV",106.946299748744
"75",137,"Lexus",2010,3,140073,3500,"Petrol","Automatic",4784000,"Not SUV",130.380254951299
"76",138,"Toyota",2015,2,96531,3500,"Petrol","Automatic",10290000,"Not SUV",137.412810413589
"77",139,"Acura",2011,3,78613,3700,"Petrol","Automatic",6240000,"SUV",141.992968264463
"78",140,"Lexus",2006,2,100763,3000,"Petrol","Automatic",3150000,"Not SUV",105.854727600412
"79",142,"Toyota",2007,3,104336,2400,"Petrol","Automatic",3328000,"SUV",108.223808169935
"80",143,"Lexus",2007,2,65060,3500,"Petrol","AMT",3885000,"Not SUV",108.223808169935
"81",145,"Toyota",2017,2,107748,2500,"Petrol","Automatic",12600000,"SUV",192.310069256987
"82",146,"Lexus",2011,2,137902,3000,"Petrol","Automatic",4992000,"Not SUV",141.992968264463
"83",147,"Mercedes-Benz",2009,3,121829,4600,"Petrol","Automatic",5720000,"SUV",129.358208061889
"84",148,"Mercedes-Benz",2010,3,96957,3500,"Petrol","Automatic",6240000,"SUV",130.380254951299
"85",149,"Mercedes-Benz",2013,2,232813,4700,"Petrol","Automatic",14560000,"Not SUV",120.782567204696
"86",150,"Lexus",2007,2,124511,3500,"Petrol","Automatic",4200000,"Not SUV",108.223808169935
"87",152,"Lexus",2015,3,24855,3500,"Petrol","Automatic",10920000,"SUV",137.412810413589
"88",153,"Land Rover",2006,2,213515,4400,"Petrol","Automatic",3150000,"SUV",105.854727600412
"89",154,"Toyota",2011,3,114388,4000,"Petrol","Automatic",10500000,"SUV",141.992968264463
"90",155,"Mercedes-Benz",2008,2,227689,3500,"Petrol","Automatic",3885000,"Not SUV",106.946299748744
"91",156,"Toyota",2010,2,236601,2500,"Petrol","Automatic",6448000,"SUV",130.380254951299
"92",158,"Toyota",2017,2,107748,2500,"Petrol","Automatic",12600000,"SUV",192.310069256987
"93",159,"Lexus",2006,2,100763,3000,"Petrol","Automatic",3150000,"Not SUV",105.854727600412
"94",160,"Mercedes-Benz",2011,3,112122,4700,"Petrol","Automatic",6760000,"SUV",141.992968264463
"95",161,"Lexus",2007,3,170778,3300,"Petrol","Automatic",4680000,"SUV",108.223808169935
"96",162,"Lexus",2004,3,98430,4700,"Petrol","Automatic",4680000,"SUV",112.832138933951
"97",163,"Toyota",2008,2,93474,3500,"Petrol","Automatic",6300000,"SUV",106.946299748744
"98",164,"Toyota",2011,2,211357,2500,"Petrol","Automatic",4515000,"Not SUV",141.992968264463
"99",165,"Mercedes-Benz",2015,2,168946,3500,"Petrol","Automatic",17680000,"SUV",137.412810413589
"100",166,"Toyota",2015,3,67161,2500,"Petrol","Automatic",10400000,"SUV",137.412810413589
"101",167,"Lexus",2007,2,104138,3500,"Petrol","Automatic",5928000,"SUV",108.223808169935
"102",168,"Toyota",2010,2,158684,2500,"Petrol","Automatic",3780000,"Not SUV",130.380254951299
"103",169,"Mercedes-Benz",2012,2,165585,3500,"Petrol","Automatic",13520000,"SUV",120.331001498127
"104",170,"Toyota",2008,3,118743,3500,"Petrol","Automatic",4784000,"SUV",106.946299748744
"105",171,"Toyota",2010,2,131164,2700,"Petrol","Automatic",6090000,"SUV",130.380254951299
"106",172,"Toyota",2009,2,168603,2500,"Petrol","Automatic",4620000,"SUV",129.358208061889
"107",173,"Lexus",2009,2,246462,3500,"Petrol","Automatic",5200000,"Not SUV",129.358208061889
"108",174,"Mercedes-Benz",2006,3,231361,5000,"Petrol","Automatic",3675000,"Not SUV",105.854727600412
"109",175,"Land Rover",2014,3,56908,5000,"Petrol","Automatic",2.6e+07,"SUV",122.119956480118
"110",177,"Toyota",2009,3,205371,3500,"Petrol","Automatic",7072000,"SUV",129.358208061889
"111",178,"Mercedes-Benz",2006,3,380097,5000,"Petrol","Automatic",5200000,"SUV",105.854727600412
"112",179,"Mercedes-Benz",2015,2,39662,3500,"Petrol","Automatic",14560000,"SUV",137.412810413589
"113",180,"Lexus",2001,2,199731,3000,"Petrol","Automatic",3150000,"SUV",98.7896146341463
"114",181,"Lexus",2008,2,85901,3500,"Petrol","Automatic",3885000,"Not SUV",106.946299748744
"115",182,"Toyota",2005,2,260730,4700,"Petrol","Automatic",4992000,"SUV",107.90179476082
"116",183,"Toyota",2007,2,274477,2400,"Petrol","Automatic",3640000,"Not SUV",108.223808169935
"117",184,"Toyota",2011,3,114388,4000,"Petrol","Automatic",10500000,"SUV",141.992968264463
"118",185,"Toyota",2011,2,166839,2500,"Petrol","Automatic",4160000,"Not SUV",141.992968264463
"119",187,"Toyota",2014,2,70649,3500,"Petrol","Automatic",8400000,"SUV",122.119956480118
"120",190,"Acura",2011,3,90726,3700,"Petrol","Automatic",4200000,"SUV",141.992968264463
"121",191,"Toyota",2013,3,79393,4700,"Petrol","Automatic",2.6e+07,"SUV",120.782567204696
"122",192,"Lexus",2004,3,98430,4700,"Petrol","Automatic",4680000,"SUV",112.832138933951
"123",193,"Toyota",2010,2,237886,2400,"Petrol","Automatic",3675000,"Not SUV",130.380254951299
"124",194,"Lexus",2006,3,144513,3300,"Petrol","Automatic",3744000,"SUV",105.854727600412
"125",195,"Toyota",2015,3,67161,2500,"Petrol","Automatic",10400000,"SUV",137.412810413589
"126",196,"Mercedes-Benz",2016,3,62476,3500,"Petrol","Automatic",15750000,"Not SUV",169.785692893773
"127",197,"Lexus",2008,3,224605,4600,"Petrol","Automatic",4725000,"Not SUV",106.946299748744
"128",198,"Toyota",2016,2,149753,2500,"Hybrid","Automatic",5985000,"Not SUV",169.785692893773
"129",199,"Toyota",2013,2,169183,2700,"Petrol","Automatic",8610000,"Not SUV",120.782567204696
"130",200,"Mercedes-Benz",2013,2,222344,3500,"Petrol","Automatic",8925000,"SUV",120.782567204696
"131",201,"Toyota",2011,2,93785,3000,"Petrol","Automatic",8528000,"SUV",141.992968264463
"132",202,"Mercedes-Benz",2010,3,299309,4600,"Petrol","Automatic",5775000,"SUV",130.380254951299
"133",203,"Toyota",2009,2,137397,2400,"Petrol","Automatic",3952000,"Not SUV",129.358208061889
"134",204,"Acura",2011,3,178050,3700,"Petrol","Automatic",5200000,"SUV",141.992968264463
"135",205,"Toyota",2015,2,218139,2700,"Petrol","Automatic",8925000,"SUV",137.412810413589
"136",206,"Mercedes-Benz",2008,2,175183,3000,"Petrol","Automatic",4680000,"Not SUV",106.946299748744
"137",207,"Toyota",2010,2,158684,2500,"Petrol","Automatic",3780000,"Not SUV",130.380254951299
"138",208,"Mercedes-Benz",2014,2,83189,2000,"Petrol","Automatic",11232000,"Not SUV",122.119956480118
"139",209,"Land Rover",2006,3,113872,4400,"Petrol","Automatic",3120000,"Not SUV",105.854727600412
"140",210,"Mercedes-Benz",2007,3,110228,4500,"Petrol","Automatic",5200000,"SUV",108.223808169935
"141",211,"Toyota",2011,2,257742,3500,"Petrol","Automatic",4935000,"Not SUV",141.992968264463
"142",212,"Toyota",2014,2,86077,3500,"Petrol","Automatic",14700000,"SUV",122.119956480118
"143",213,"Toyota",2012,3,76334,3500,"Petrol","Automatic",5565000,"SUV",120.331001498127
"144",214,"Lexus",2014,2,139592,4600,"Petrol","Automatic",23920000,"SUV",122.119956480118
"145",215,"Mercedes-Benz",2011,3,193201,3500,"Petrol","Automatic",5616000,"Not SUV",141.992968264463
"146",216,"Toyota",2007,3,104336,2400,"Petrol","Automatic",3328000,"SUV",108.223808169935
"147",217,"Mercedes-Benz",2006,2,239529,5000,"Petrol","Automatic",4515000,"SUV",105.854727600412
"148",218,"Land Rover",2006,2,118872,3500,"Petrol","Automatic",3150000,"SUV",105.854727600412
"149",219,"Toyota",2014,2,89208,2500,"Petrol","Automatic",5250000,"Not SUV",122.119956480118
"150",220,"Lexus",2008,3,186699,3500,"Petrol","Automatic",3640000,"Not SUV",106.946299748744
"151",221,"Lexus",2007,3,156579,3500,"Petrol","Automatic",5200000,"SUV",108.223808169935
"152",222,"Lexus",2014,3,69129,4600,"Petrol","Automatic",18375000,"SUV",122.119956480118
"153",224,"Toyota",2010,3,106427,3500,"Petrol","Automatic",6968000,"SUV",130.380254951299
"154",225,"Toyota",2016,2,55055,2500,"Petrol","Automatic",6720000,"Not SUV",169.785692893773
"155",226,"Toyota",2007,2,401813,2400,"Petrol","Automatic",3885000,"Not SUV",108.223808169935
"156",227,"Lexus",2008,2,323768,3500,"Petrol","Automatic",3832500,"Not SUV",106.946299748744
"157",228,"Lincoln",2019,3,35976,2000,"Petrol","Automatic",17850000,"SUV",187.862267673301
"158",229,"Toyota",2017,3,101979,3500,"Petrol","Automatic",15600000,"Not SUV",192.310069256987
"159",230,"Toyota",2015,2,40962,2500,"Petrol","Automatic",10400000,"Not SUV",137.412810413589
"160",231,"Toyota",2011,2,142689,2400,"Petrol","Automatic",4680000,"Not SUV",141.992968264463
"161",232,"Mercedes-Benz",2012,3,99661,3500,"Petrol","Automatic",7280000,"Not SUV",120.331001498127
"162",234,"Mercedes-Benz",2010,2,242841,3500,"Petrol","Automatic",6615000,"SUV",130.380254951299
"163",235,"Lexus",2012,2,135295,3500,"Petrol","Automatic",7072000,"Not SUV",120.331001498127
"164",236,"Mercedes-Benz",2013,3,90604,4700,"Petrol","Automatic",15600000,"SUV",120.782567204696
"165",237,"Land Rover",2006,3,137818,4000,"Petrol","Automatic",3328000,"SUV",105.854727600412
"166",238,"Lexus",2007,3,177336,3500,"Petrol","Automatic",3650000,"SUV",108.223808169935
"167",239,"Toyota",2010,2,159981,3500,"Petrol","Automatic",7560000,"SUV",130.380254951299
"168",241,"Lexus",2012,2,134949,3500,"Petrol","Automatic",10192000,"SUV",120.331001498127
"169",242,"Toyota",2008,2,197403,3500,"Petrol","Automatic",4200000,"Not SUV",106.946299748744
"170",244,"Toyota",2005,2,260730,4700,"Petrol","Automatic",4992000,"SUV",107.90179476082
"171",245,"Lexus",2009,2,246462,3500,"Petrol","Automatic",5200000,"Not SUV",129.358208061889
"172",246,"Mercedes-Benz",2014,3,51111,2000,"Petrol","Automatic",8320000,"Not SUV",122.119956480118
"173",247,"Mercedes-Benz",2017,3,33853,3000,"Petrol","Automatic",33280000,"SUV",192.310069256987
"174",248,"Toyota",2015,2,150157,2700,"Petrol","Automatic",10400000,"SUV",137.412810413589
"175",249,"Lexus",2007,2,175836,3500,"Petrol","Automatic",4680000,"Not SUV",108.223808169935
"176",250,"Toyota",2010,2,214972,2500,"Petrol","Automatic",3675000,"Not SUV",130.380254951299
"177",251,"Mercedes-Benz",2012,2,165585,3500,"Petrol","Automatic",13520000,"SUV",120.331001498127
"178",252,"Land Rover",2006,3,137818,4000,"Petrol","Automatic",3328000,"SUV",105.854727600412
"179",253,"Toyota",2017,3,101979,3500,"Petrol","Automatic",15600000,"Not SUV",192.310069256987
"180",254,"Lexus",2001,2,199731,3000,"Petrol","Automatic",3150000,"SUV",98.7896146341463
"181",255,"Lexus",2007,2,110621,2500,"Petrol","Automatic",4095000,"Not SUV",108.223808169935
"182",256,"GMC",2008,3,167643,3600,"Petrol","Automatic",3360000,"SUV",106.946299748744
"183",257,"Mercedes-Benz",2015,2,111697,3200,"Petrol","Automatic",11550000,"Not SUV",137.412810413589
"184",258,"Lexus",2005,2,184460,3000,"Petrol","Automatic",3675000,"Not SUV",107.90179476082
"185",259,"Lexus",2007,3,156579,3500,"Petrol","Automatic",5200000,"SUV",108.223808169935
"186",260,"Toyota",2009,2,176951,2700,"Petrol","Automatic",6300000,"SUV",129.358208061889
"187",261,"Toyota",2011,2,211357,2500,"Petrol","Automatic",4515000,"Not SUV",141.992968264463
"188",262,"Acura",2010,2,147282,3700,"Petrol","Automatic",9360000,"SUV",130.380254951299
"189",263,"Lexus",2010,3,203171,4600,"Petrol","Automatic",13520000,"SUV",130.380254951299
"190",264,"Mercedes-Benz",2014,2,33820,3500,"Petrol","Automatic",11440000,"Not SUV",122.119956480118
"191",265,"Lexus",2007,2,158117,3500,"Petrol","Automatic",3675000,"Not SUV",108.223808169935
"192",267,"Toyota",2009,2,127674,2700,"Petrol","Automatic",7140000,"Not SUV",129.358208061889
"193",268,"Mercedes-Benz",2009,3,100337,4600,"Petrol","Automatic",4472000,"SUV",129.358208061889
"194",269,"Toyota",2014,2,40470,4000,"Petrol","Automatic",2.6e+07,"SUV",122.119956480118
"195",270,"Toyota",2015,3,37591,3500,"Petrol","Automatic",12480000,"SUV",137.412810413589
"196",271,"Land Rover",2012,3,22281,4900,"Petrol","Automatic",8320000,"SUV",120.331001498127
"197",272,"Toyota",2011,2,185047,2500,"Petrol","Automatic",4200000,"Not SUV",141.992968264463
"198",273,"Toyota",2012,2,170038,2400,"Petrol","Automatic",5250000,"Not SUV",120.331001498127
"199",274,"Mercedes-Benz",2006,2,239529,5000,"Petrol","Automatic",4515000,"SUV",105.854727600412
"200",276,"Mercedes-Benz",2014,2,83189,2000,"Petrol","Automatic",11232000,"Not SUV",122.119956480118
"201",277,"Toyota",2018,2,106543,2800,"Petrol","Automatic",13520000,"Not SUV",193.854180795148
"202",278,"Toyota",2008,2,86802,2400,"Petrol","Automatic",3045000,"Not SUV",106.946299748744
"203",280,"Toyota",2013,2,195785,3500,"Petrol","Automatic",10400000,"SUV",120.782567204696
"204",281,"Toyota",2008,3,155618,2400,"Petrol","Automatic",3016000,"SUV",106.946299748744
"205",283,"Lexus",2017,2,26250,3500,"Petrol","Automatic",23920000,"SUV",192.310069256987
"206",284,"Lexus",2010,2,193624,3500,"Petrol","Automatic",6032000,"Not SUV",130.380254951299
"207",285,"Lexus",2005,2,124007,3300,"Petrol","Automatic",3150000,"Not SUV",107.90179476082
"208",286,"Toyota",2015,2,261250,2500,"Petrol","Automatic",6300000,"Not SUV",137.412810413589
"209",287,"Mercedes-Benz",2014,3,51111,2000,"Petrol","Automatic",8320000,"Not SUV",122.119956480118
"210",288,"Mercedes-Benz",2018,2,115896,3500,"Petrol","Automatic",24150000,"SUV",193.854180795148
"211",289,"Mercedes-Benz",2004,2,204436,2600,"Petrol","Automatic",3675000,"Not SUV",112.832138933951
"212",290,"Mercedes-Benz",2012,2,280554,3500,"Petrol","Automatic",9360000,"Not SUV",120.331001498127
"213",291,"Toyota",2012,2,373365,2500,"Petrol","Automatic",4725000,"Not SUV",120.331001498127
"214",292,"Mercedes-Benz",2018,2,56263,3000,"Petrol","Automatic",5.2e+07,"SUV",193.854180795148
"215",293,"Mercedes-Benz",2007,3,110228,4500,"Petrol","Automatic",5200000,"SUV",108.223808169935
"216",294,"Toyota",2009,2,104917,2400,"Petrol","Automatic",3465000,"Not SUV",129.358208061889
"217",295,"Mercedes-Benz",2013,2,225174,3500,"Petrol","Automatic",13520000,"SUV",120.782567204696
"218",296,"Lexus",2007,2,203757,3500,"Petrol","Automatic",4576000,"Not SUV",108.223808169935
"219",297,"Lexus",2005,2,123282,3000,"Petrol","Automatic",3150000,"Not SUV",107.90179476082
"220",298,"Toyota",2012,2,172079,2500,"Petrol","Automatic",5250000,"Not SUV",120.331001498127
"221",299,"Toyota",2015,3,47602,3500,"Petrol","Automatic",9660000,"SUV",137.412810413589
"222",300,"Toyota",2017,2,78320,2500,"Petrol","Automatic",7035000,"Not SUV",192.310069256987
"223",301,"Toyota",2009,2,104917,2400,"Petrol","Automatic",3465000,"Not SUV",129.358208061889
"224",302,"Lexus",2007,2,203757,3500,"Petrol","Automatic",4576000,"Not SUV",108.223808169935
"225",303,"Toyota",2011,2,211357,2500,"Petrol","Automatic",4515000,"Not SUV",141.992968264463
"226",304,"Toyota",2014,2,115296,3500,"Petrol","Automatic",15600000,"SUV",122.119956480118
"227",305,"Lexus",2008,3,142273,3500,"Petrol","Automatic",4680000,"SUV",106.946299748744
"228",306,"Land Rover",2018,2,59656,3000,"Diesel","Automatic",4.2e+07,"SUV",193.854180795148
"229",307,"Mercedes-Benz",2009,3,100337,4600,"Petrol","Automatic",4472000,"SUV",129.358208061889
"230",308,"Toyota",2011,2,145489,2500,"Petrol","Automatic",3885000,"Not SUV",141.992968264463
"231",309,"Toyota",2019,2,63646,2500,"Petrol","Automatic",16800000,"SUV",187.862267673301
"232",310,"Mercedes-Benz",2004,2,204436,2600,"Petrol","Automatic",3675000,"Not SUV",112.832138933951
"233",311,"Land Rover",2006,2,118872,3500,"Petrol","Automatic",3150000,"SUV",105.854727600412
"234",312,"Toyota",2015,2,150157,2700,"Petrol","Automatic",10400000,"SUV",137.412810413589
"235",313,"Mercedes-Benz",2015,3,61515,3500,"Petrol","Automatic",14560000,"SUV",137.412810413589
"236",314,"Toyota",2012,3,47180,2700,"Petrol","Automatic",14560000,"SUV",120.331001498127
"237",315,"Toyota",2011,2,185047,2500,"Petrol","Automatic",4200000,"Not SUV",141.992968264463
"238",316,"Toyota",2009,2,127674,2700,"Petrol","Automatic",7140000,"Not SUV",129.358208061889
"239",317,"Lexus",2007,2,110621,2500,"Petrol","Automatic",4095000,"Not SUV",108.223808169935
"240",318,"Lexus",2008,2,73213,2500,"Petrol","Automatic",3360000,"Not SUV",106.946299748744
"241",319,"Lexus",2004,2,272206,4700,"Petrol","Automatic",11440000,"SUV",112.832138933951
"242",320,"Lexus",2008,2,227424,2500,"Petrol","Automatic",4472000,"Not SUV",106.946299748744
"243",322,"Lexus",2006,3,160209,2500,"Petrol","Automatic",4160000,"Not SUV",105.854727600412
"244",323,"Mercedes-Benz",2017,2,62879,2000,"Petrol","Automatic",13650000,"Not SUV",192.310069256987
"245",324,"Mercedes-Benz",2011,3,101316,3500,"Petrol","Automatic",5720000,"Not SUV",141.992968264463
"246",325,"Lexus",2006,3,210014,4700,"Petrol","Automatic",4160000,"SUV",105.854727600412
"247",326,"Mercedes-Benz",2015,3,61515,3500,"Petrol","Automatic",14560000,"SUV",137.412810413589
"248",327,"Toyota",2015,3,37591,3500,"Petrol","Automatic",12480000,"SUV",137.412810413589
"249",328,"Mercedes-Benz",2009,2,232438,3500,"Petrol","Automatic",6300000,"SUV",129.358208061889
"250",329,"Toyota",2011,2,317231,2400,"Petrol","Automatic",4472000,"Not SUV",141.992968264463
"251",330,"Toyota",2012,2,325938,2500,"Petrol","Automatic",5250000,"Not SUV",120.331001498127
"252",331,"Mercedes-Benz",2012,2,148637,3500,"Petrol","Automatic",1.3e+07,"SUV",120.331001498127
"253",332,"Toyota",2009,3,149599,3500,"Petrol","Automatic",5200000,"SUV",129.358208061889
"254",333,"Toyota",2015,2,354563,2400,"Petrol","Manual",15750000,"Not SUV",137.412810413589
"255",334,"Lexus",2007,2,260907,3500,"Petrol","Automatic",3885000,"Not SUV",108.223808169935
"256",335,"Toyota",2011,2,89330,3500,"Petrol","Automatic",7875000,"Not SUV",141.992968264463
"257",336,"Acura",2007,2,196814,3700,"Petrol","Automatic",3570000,"SUV",108.223808169935
"258",338,"Lexus",2006,3,157518,3300,"Petrol","Automatic",4160000,"SUV",105.854727600412
"259",339,"Toyota",2016,2,149753,2500,"Hybrid","Automatic",5985000,"Not SUV",169.785692893773
"260",341,"Acura",2008,3,174107,3700,"Petrol","Automatic",3744000,"SUV",106.946299748744
"261",342,"Acura",2007,2,142822,2300,"Petrol","Automatic",3570000,"Not SUV",108.223808169935
"262",343,"Mercedes-Benz",2011,2,203172,3500,"Petrol","Automatic",4410000,"Not SUV",141.992968264463
"263",344,"Land Rover",2008,2,418613,4400,"Petrol","Automatic",5250000,"SUV",106.946299748744
"264",345,"Toyota",2013,3,103941,2700,"Petrol","Automatic",12480000,"SUV",120.782567204696
"265",347,"Lincoln",2008,2,186615,3500,"Petrol","Automatic",3990000,"SUV",106.946299748744
"266",348,"Mercedes-Benz",2010,2,149647,3500,"Petrol","Automatic",8112000,"SUV",130.380254951299
"267",349,"Mercedes-Benz",2011,3,73624,3500,"Petrol","Automatic",5250000,"SUV",141.992968264463
"268",350,"Land Rover",2013,3,70430,2000,"Petrol","Automatic",9360000,"SUV",120.782567204696
"269",351,"Toyota",2011,2,244495,3500,"Petrol","Automatic",6090000,"Not SUV",141.992968264463
"270",352,"Toyota",2013,2,135027,2500,"Petrol","Automatic",5616000,"Not SUV",120.782567204696
"271",354,"Toyota",2006,2,389832,3500,"Petrol","Automatic",3045000,"Not SUV",105.854727600412
"272",355,"Mercedes-Benz",2009,2,232438,3500,"Petrol","Automatic",6300000,"SUV",129.358208061889
